"Parameter","Estimate","Posterior_SD","Lower95","Upper95","Rhat","ESS","Replicate","N","N_long","N12","N13","N23","Max_Rhat","Min_ESS","Fit_Status"
"lambda013",0.0435513009334246,0.00448153692625561,0.0351518183403687,0.0526758525247924,1.00037727489626,15030.8769825495,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"lambda023",0.0985374015781722,0.0105973503480386,0.0786925852662799,0.120345029318675,1.00043920521522,10107.2149783532,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"gamma12",-0.527674053656038,0.0801764735501731,-0.68565253079688,-0.371995802608447,1.00103756010504,13934.5344645795,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"gamma13",0.792048384098731,0.0991082918781182,0.599146478045395,0.990230554098009,1.00012090698727,17201.9253895744,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"gamma23",0.277954544923063,0.110489200690696,0.0634607974868765,0.495090698538916,1.00020086944445,38132.2690781092,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"alpha0_12",0.522248068182174,0.127183928903607,0.282901089395583,0.78267121830147,1.00075340696296,4892.27278196714,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"alpha0_13",0.45007598193793,0.20401969668642,0.0604933379446829,0.8658656970856,1.00000192470941,1979.31662006786,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"alpha0_23",0.165107337506434,0.206044476302195,-0.241216802858691,0.569864751864013,1.00000812440721,3642.76470333598,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"alpha1_12",0.112203564956702,0.153475672554431,-0.193666002967435,0.407614151287787,1.00025089628928,7782.27386064995,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"alpha1_13",0.441138144000813,0.271684025453157,-0.112682395001596,0.95257193526565,1.00128605519024,1332.16667529887,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"alpha1_23",0.543325709040868,0.211710881377965,0.129310468135022,0.966169325144752,1.00054362971823,6121.4511213415,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"beta0_y",1.97235992250357,0.0661619819499957,1.84380833055343,2.10388707944851,1.00123853482992,2631.72785033135,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"beta1_y",0.465924846995279,0.0362800724540054,0.398303994504867,0.543451502798058,1.04117655284337,108.14119789377,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"beta2_y",0.973931520932897,0.064405468205054,0.845305564448038,1.09850760592585,1.00040095352671,1553.89818478667,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"sigma_b0",0.87582324687031,0.0709540125003171,0.738986644731507,1.0188280365784,1.00039059747322,1098.13529967803,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"sigma_b1",0.582449255948286,0.0248381745961774,0.536206616583333,0.633026880604333,1.00036183785625,7249.75229125239,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"rho",0.402279432631948,0.0862785466230106,0.231247520835689,0.570286656895237,1.00083797720697,1289.98157000868,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"sigma_y",1.03293538822355,0.019584011689962,0.995346160651701,1.07200409417153,1.0000724752569,7756.35665578269,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"lambda012",0.0764361456196808,0.00581483635523739,0.0654768776544001,0.0883190177626771,1.00020310367149,22288.7276999304,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"lambda013",0.0390600546290028,0.00507717826741542,0.0295423472252603,0.049412091491123,1.00098252147019,6188.86664003226,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"lambda023",0.1173976376759,0.0146156260788986,0.0902808029423291,0.147816643164833,1.0012156624862,7185.6755482094,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"gamma12",-0.565362974146481,0.0770777979240459,-0.715880083475506,-0.413986407253974,0.999994992390896,27160.890738287,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"gamma13",0.87305937537833,0.116794131715149,0.650518387810276,1.10843941533244,1.00047980992264,5301.39471036081,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"gamma23",0.503693508913524,0.128202775694266,0.261729008169854,0.765762943243451,1.00004691058525,6715.09416918653,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"alpha0_12",0.370347217649075,0.153899912016411,0.081317385518147,0.68613069951625,1.00026706326519,3350.1847859194,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"alpha0_13",1.20222025014593,0.243746746704247,0.764053927856541,1.72212746070347,1.00143777809239,1651.39704469816,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"alpha0_23",1.13611585811837,0.325724435692375,0.575972946710597,1.85192020377681,1.00109675435321,1561.62892851303,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"alpha1_12",-0.0859128440717951,0.18379966793395,-0.457736286188791,0.266105442883235,1.00009661697016,4918.09887248807,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"alpha1_13",-0.252935666201686,0.282957080887752,-0.837854332848907,0.271733471470603,1.00591838137809,2118.68733736427,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"alpha1_23",-0.341835494740969,0.313137817632709,-1.01650568180475,0.21286066801171,1.00135952428064,2016.24879925016,94,500,2122,214,169,116,1.04117655284337,108.14119789377,"success"
"beta0_y",1.91269759015403,0.0732767507824135,1.77071886777382,2.0563288014549,1.00010929667733,1912.83095589678,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"beta1_y",0.536384263730289,0.0416418484743441,0.461730274558626,0.623732350836561,1.05235651819239,92.3414996983082,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"beta2_y",1.00247969726232,0.0685704565367322,0.870491232619142,1.1416816654702,1.00621417312498,1070.44823579784,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"sigma_b0",1.02766874950817,0.0688794373337684,0.895242293073478,1.16600723736578,1.0042674408093,2049.42371947419,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"sigma_b1",0.625560880238269,0.0266100087551162,0.575462450198454,0.680231223092008,1.00093960864566,4676.86306465017,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"rho",0.382352048917298,0.0728104468366368,0.236476087857915,0.521513101349564,1.00225643500319,2392.30845485557,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"sigma_y",1.00413124555835,0.017985723944339,0.969781667429163,1.04028989337358,1.0001273121985,13618.3119428266,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"lambda012",0.0764587164635345,0.00582050562783067,0.0654767979139935,0.0882865878394219,1.00162491417282,8205.80873985212,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"lambda013",0.036450214331049,0.00432151702161998,0.0284284074914184,0.0452879030655403,1.00289080720703,8203.71642548087,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"lambda023",0.106739634145192,0.0113979454560233,0.0851720850613042,0.129837480969269,1.00141987491918,7579.6406964496,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"gamma12",-0.501051294698153,0.0746590002686452,-0.649549208137504,-0.356217550731297,1.00090704840541,10256.9106391701,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"gamma13",0.636828848507216,0.102428381809059,0.437877409544941,0.840244288717651,1.00064583553921,9411.37607583325,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"gamma23",0.461231743436239,0.100577824805422,0.267533878791034,0.662750467841048,1.00050539068003,17542.2260327679,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"alpha0_12",0.479046906815858,0.125780306249462,0.241603083099611,0.73692593847167,1.00142279160793,3483.32265397595,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"alpha0_13",0.693006992876324,0.16503878440771,0.378796363181171,1.02824160580292,1.00131942750627,3485.71207293166,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"alpha0_23",0.465983903514382,0.165587304509133,0.153210001197266,0.804240644402134,1.00019747598501,4152.07348364378,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"alpha1_12",0.188752333029838,0.154269692038977,-0.125351492901612,0.482788963435476,1.00020311718892,4147.89115118994,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"alpha1_13",0.403298350947194,0.225050497874667,-0.0574699680037043,0.829063910563655,1.00468443160669,3247.32989884682,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"alpha1_23",0.420769415129513,0.218067186019067,-0.018892609860768,0.839530493324367,1.00096285182693,5214.2219900995,95,500,2276,230,137,130,1.05235651819239,92.3414996983082,"success"
"beta0_y",2.14114793878992,0.0734188475355418,1.99974870247846,2.28607398158129,1.00074784730245,2168.90241388386,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"beta1_y",0.452800995060308,0.0371425517092176,0.38264763312543,0.526071165087458,1.0242108496027,113.50530647382,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"beta2_y",1.05172918887855,0.0731694587021061,0.909302670487729,1.19685805734825,1.00032918974089,1321.90889387717,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"sigma_b0",1.05074479757373,0.0688324523833108,0.918936586366768,1.18966112972175,1.00002699124548,2645.304348939,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"sigma_b1",0.57492374637574,0.0254977880785493,0.527503960459655,0.627123548026537,1.00083855399485,5822.46241440826,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"rho",0.215205264461397,0.0797703403331286,0.0577850914763722,0.369586144230518,1.00044266656669,2954.65714469444,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"sigma_y",1.01158544930354,0.0187832366320633,0.975517060649909,1.04940234125464,1.00000332674048,13522.5169724598,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"lambda012",0.0742854099386721,0.00571405881658042,0.0634834875169571,0.085888501037818,1.00004742465164,20135.7203362102,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"lambda013",0.0488960279620092,0.00523130644629722,0.039089202806739,0.0596088850282245,1.00010627553354,10170.4353115387,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"lambda023",0.0995577872225615,0.010665755697975,0.0797864129471413,0.121512287441613,1.00039503649807,14886.5604703285,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"gamma12",-0.426587514205347,0.0806917591703601,-0.583538542812738,-0.268254885341892,0.999990377818021,27830.25128402,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"gamma13",0.808729942768102,0.0965519292682144,0.620853287862534,0.999829224724687,0.99999523795412,7479.48805253841,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"gamma23",0.4845367238613,0.128677768827856,0.234952070820599,0.740712565519662,1.00006938985201,28848.7063578443,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"alpha0_12",0.171948153570027,0.108770738464268,-0.0407022923221762,0.387825760762941,1.00043494637156,6109.18055333237,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"alpha0_13",0.746968791677135,0.1458460288774,0.474811610330446,1.05072611589565,1.00129486426033,2811.58044950313,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"alpha0_23",0.33892500059986,0.145349817587227,0.0596006006498361,0.633881191596192,1.00031483852764,7085.88950389811,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"alpha1_12",0.257319612976579,0.146151745725665,-0.0302966254531488,0.543820950518504,1.00014936677161,10050.7664152283,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"alpha1_13",0.20403900375943,0.250619657094046,-0.295980715336407,0.688952889328609,1.00311925299954,1690.22403468173,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"alpha1_23",0.54600706174624,0.210335585478457,0.131350527706849,0.955858470668616,1.00156309231184,10527.5391523353,96,500,2171,213,175,107,1.0242108496027,113.50530647382,"success"
"beta0_y",1.93552786166563,0.0702811000977174,1.7985993794301,2.07469161296577,1.00687827709497,1762.89683243952,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"beta1_y",0.53096916102112,0.0378592230659979,0.460561159100868,0.609440204540932,1.13549768765023,98.800470266832,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"beta2_y",1.15784627206686,0.0708190156673938,1.01898179645505,1.29646233578508,1.00013964063604,1206.47227493249,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"sigma_b0",1.02741050963619,0.0642792719005517,0.904268052940967,1.15709301727987,1.00020565016188,2333.18354542214,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"sigma_b1",0.578360150313828,0.0250952868978594,0.531193695233941,0.629823646557735,1.00132003612037,5625.66747524914,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"rho",0.465214941381448,0.0713753877969823,0.321942743831355,0.600522911231379,1.00838181653255,2046.83488180787,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"sigma_y",0.990628601210081,0.0178030028029329,0.956468435267906,1.02643169694818,1.00002984957269,12207.2100117607,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"lambda012",0.0730262679633161,0.00562584407650584,0.0624467298454145,0.0843902800201669,1.00358555333162,12643.8937414722,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"lambda013",0.0366039664316501,0.00447179475750132,0.028220016208579,0.0457296256092882,1.00458411071463,6818.0214252495,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"lambda023",0.0873697824918823,0.0106287979355227,0.0675644791138528,0.10920791126731,1.00929178720581,6636.83325654859,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"gamma12",-0.527480669345717,0.0795499126122061,-0.683586888361553,-0.371693297055102,1.0001578193406,18905.1311933071,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"gamma13",1.02429463648598,0.113494816020633,0.807333091756973,1.25236124717778,1.00001414545476,7643.22635837603,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"gamma23",0.526572658793978,0.119878323924764,0.294668487057385,0.766638934234716,1.00021747449629,19701.716041822,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"alpha0_12",0.397436209523127,0.118977774962878,0.172916052862606,0.640062975594649,1.00027942436492,4373.93493946505,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"alpha0_13",0.841759560303113,0.185099348351847,0.487582671184483,1.22158248849113,1.00046216114262,2320.68134021939,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"alpha0_23",0.421089400165155,0.188959748202953,0.0578505356881324,0.802975074496515,1.00078150022546,3849.17426449808,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"alpha1_12",0.0905088464375448,0.17465208952668,-0.265477973398966,0.422725679474692,1.00038045224472,5442.16131788548,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"alpha1_13",0.112601793776379,0.287978312381976,-0.47268474547282,0.657970405023235,1.00180687807858,2146.85698103217,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"alpha1_23",0.775823339574174,0.288390692405124,0.195620625539118,1.33089633690496,1.00275837139149,4953.05259719623,97,500,2287,229,149,106,1.13549768765023,98.800470266832,"success"
"beta0_y",2.02658656716957,0.0665901088205537,1.89781238663161,2.15837221519899,1.00028462307828,2122.2729324715,98,500,2305,246,131,128,1.00268019760324,87.1528468648505,"success"
