"Parameter","Estimate","Posterior_SD","Lower95","Upper95","Rhat","ESS","Replicate","N","N_long","N12","N13","N23","Max_Rhat","Min_ESS","Fit_Status"
"sigma_b1",0.590071460996185,0.0244953646524353,0.544167437341528,0.640281001656907,1.00029363643739,8490.62055350309,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"rho",0.392553379867768,0.0768463558605763,0.240062139113202,0.539432846127528,1.0038611779172,2035.60157970751,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"sigma_y",1.00799888793989,0.0178846489802354,0.973634351820494,1.04370720968103,1.00010919345908,11312.7666087387,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"lambda012",0.0773102972513082,0.00578461486347441,0.0663348952369979,0.0890544687622367,1.0001350082013,8185.4910724837,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"lambda013",0.0373198678820861,0.00479815982319742,0.0283152502289267,0.0471654306502373,1.00016352248221,5369.88978876951,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"lambda023",0.104962822858614,0.0116475132571888,0.0833671519272135,0.129202331330901,1.00012681671178,10592.3986614354,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"gamma12",-0.437316331729909,0.070740881484998,-0.576010491577563,-0.298314470637622,1.00001394317448,27807.3921352404,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"gamma13",0.778838812501248,0.108766136063355,0.571547284095084,0.999210648742263,1.00001213553283,5753.6969430104,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"gamma23",0.514755457805931,0.113345291278322,0.298473073396723,0.743644551061854,1.00056190036173,9756.6617481446,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"alpha0_12",0.250577022848469,0.110355505450113,0.0372372326059712,0.471653891477251,1.00033002347839,5666.79691346757,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"alpha0_13",1.02904896239631,0.212602493697667,0.63012468605827,1.46918935499579,1.00047763228345,1782.53183210951,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"alpha0_23",0.724962216403556,0.190081082305334,0.375328603045981,1.12694566126739,1.00003079976457,3661.66683361112,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"alpha1_12",0.482728792933583,0.153893913591037,0.176425129718832,0.782709125148158,1.0001136557061,7579.29861856366,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"alpha1_13",-0.173123451438527,0.314548360149623,-0.801122027967757,0.426776778177159,1.00060475512314,1553.97003757078,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"alpha1_23",0.0585358350165524,0.226226873593925,-0.407153504086903,0.48200880817559,1.00005272585304,4896.61272662273,85,500,2324,233,152,123,1.00400205788181,99.5893815685693,"success"
"beta0_y",2.00953159848379,0.0710559131121153,1.87134167783192,2.15050496238526,1.00236460779089,2135.06876774806,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"beta1_y",0.572436638235495,0.0396540361027588,0.50123161447415,0.653457561805446,1.0084010619798,93.7952856003187,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"beta2_y",0.945776569063761,0.0670968064594775,0.813638412351093,1.07768665446106,1.00061014694909,1288.45546152423,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"sigma_b0",1.01680925841286,0.0684205514021241,0.886787491555702,1.15435985366612,1.00011039352749,2105.16502041098,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"sigma_b1",0.621334428694559,0.0270177568061548,0.57091426886485,0.676901588379832,1.00005450632315,5954.29503918971,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"rho",0.310443430752077,0.0769799455526472,0.157446584737791,0.457693724232465,1.00010774235938,2801.48596346311,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"sigma_y",0.988576154696747,0.0182014789762838,0.953552919762072,1.02495130731735,1.00040615448908,14374.0714474453,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"lambda012",0.0854121686593264,0.00628735574913659,0.0735303897727351,0.098187699681348,1.00076663095101,9230.12344709342,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"lambda013",0.0449624400089072,0.0048653704218252,0.0358900762728556,0.0549072251418183,1.00056521186373,8501.50869480375,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"lambda023",0.119052976537296,0.0127014722204013,0.0952407265204304,0.145042711374831,1.00014170757029,10737.0098800754,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"gamma12",-0.441108974381783,0.0724367802954771,-0.582867241222941,-0.297833923150115,1.0000467068346,20048.7146805207,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"gamma13",0.78633311005521,0.0943474748408539,0.602735574258279,0.972266503087185,1.00007774799232,10598.3999201031,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"gamma23",0.570273483233135,0.106002153904541,0.366386970912612,0.781262781190801,1.00009670264986,12441.0405283116,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"alpha0_12",0.332438067689585,0.113279032345393,0.113629245728495,0.558555768471264,1.0002068110699,4698.90011301591,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"alpha0_13",0.634297511407039,0.144858169676674,0.360446231386657,0.928877526422506,1.00045185713078,3883.83937450627,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"alpha0_23",0.682850709820625,0.163348216493183,0.375575025423876,1.01543412168605,1.00002391803282,3985.4532320012,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"alpha1_12",0.334583429091929,0.143163861433354,0.0503508385660558,0.612347242833132,1.00041719127692,6766.02163463194,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"alpha1_13",0.34762177499929,0.217042823415609,-0.0867180173831139,0.764143422101512,1.001131540048,3488.73289350071,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"alpha1_23",-0.0576035920775395,0.205470385062001,-0.471146062376941,0.332276260792058,1.00032862231163,5447.68131505486,86,500,2173,241,154,129,1.0084010619798,93.7952856003187,"success"
"beta0_y",1.92588461458198,0.0764068804258653,1.77750332942892,2.07724402383931,1.00013759576522,1700.34682427236,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"beta1_y",0.560106461704645,0.031943109683082,0.492851483829471,0.62236559608634,1.00370108308979,136.18515717009,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"beta2_y",0.862408405664085,0.0686556414535135,0.728062195878715,0.999760335440705,1.00032459063845,1079.95730644131,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"sigma_b0",1.16030029213822,0.066737789169733,1.03289075685898,1.29461440016729,0.999997658257695,3392.50726938034,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"sigma_b1",0.571175605309591,0.0242377143408324,0.526005214787542,0.620852404240931,1.00035154406643,8031.75915586144,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"rho",0.329549329544056,0.069447079363928,0.189539610284977,0.460517614752027,1.00098117467451,3823.78099052492,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"sigma_y",0.974674505723574,0.017633115341466,0.940914845875624,1.00989251403133,1.00011047669369,14434.4626329291,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"lambda012",0.0711653462603154,0.00575492277308769,0.0603675774562982,0.0829133025526289,0.999995553229569,9683.44255132215,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"lambda013",0.0417870982022326,0.00475103003455471,0.0328738112568464,0.0515113090913829,1.00024299188221,7616.63157990627,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"lambda023",0.100955733754397,0.0113011175604635,0.0797663095773044,0.124158491183242,1.00000909402127,13099.712877798,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"gamma12",-0.521556103449584,0.0760650422918188,-0.671141347174089,-0.372926135034997,1.00007032493391,13735.5552103427,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"gamma13",0.824621558255696,0.0961390759812044,0.637694772859537,1.01504581400424,1.00045907978779,9057.58801875255,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"gamma23",0.407470978830382,0.112528386021153,0.189492587735061,0.629257432897493,1.00007963337824,16630.0423303626,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"alpha0_12",0.397691200700694,0.0946198907743876,0.216295676271275,0.587427105812705,0.999992399832567,6071.29224511931,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"alpha0_13",0.619630921167283,0.11816217107852,0.394127313887362,0.860422710178464,1.00035327550486,5205.62318779331,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"alpha0_23",0.463988499199484,0.140130400362117,0.202921414892439,0.751746261687179,1.00025921079685,5136.20076435733,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"alpha1_12",0.272287739898345,0.163029952994653,-0.051957231186801,0.587851345212536,1.00000240548183,7931.59604202762,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"alpha1_13",0.57056190882723,0.216879899983545,0.140379396774348,0.993346464101777,1.00109689672438,3751.35813607044,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"alpha1_23",0.189617638402285,0.228479415214369,-0.271374290958543,0.626602877264815,1.00056111831016,5876.93714444388,87,500,2266,218,158,121,1.00370108308979,136.18515717009,"success"
"beta0_y",2.03933720578477,0.0698998112115701,1.90165195443317,2.17689407657232,1.00083597707359,2141.82179401658,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"beta1_y",0.558800649086624,0.0404749998208329,0.485486754697334,0.657489011517417,1.07357246367543,82.2113202513268,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"beta2_y",1.06221749465699,0.0727239730585997,0.92032876649168,1.20643039621202,1.00385238021664,1260.97639724367,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"sigma_b0",0.94280558695116,0.0662992130867033,0.814356698243121,1.07404336161677,1.00282316187218,1914.04732267614,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"sigma_b1",0.602559079240496,0.0256222191656,0.554776730095916,0.655128750853449,1.00523310324593,6364.210147485,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"rho",0.343997749333493,0.077938318290625,0.18854135306412,0.491599335288917,1.00187129311104,2194.42768914242,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"sigma_y",1.01028739718536,0.0181090576378556,0.975437814343891,1.0464520495588,1.00015257089365,13768.8424350971,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"lambda012",0.0879524829352758,0.00650575507525424,0.0756535732972287,0.101190967979532,1.00162294673808,7950.16280945944,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"lambda013",0.0400404391532521,0.00484200996023681,0.0309708572245536,0.0498717795404696,1.00112505338684,7283.22669669552,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"lambda023",0.100440437831795,0.0114433775758643,0.0792192393205556,0.124152309028453,1.00035187158126,7043.63849619422,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"gamma12",-0.523293768612784,0.0774431913196271,-0.675775970482319,-0.371545055672981,1.00050287178769,19382.7084974771,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"gamma13",0.754873655771713,0.113207469097545,0.539882456899881,0.983381300461316,1.00028600365958,7693.57134729021,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"gamma23",0.601875392403834,0.128494715680195,0.354768220325119,0.859533836050288,1.00082412094284,10116.4066947599,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"alpha0_12",0.425016796126877,0.108709717877745,0.22086727249113,0.647680901792439,1.00190386365941,5737.35538350692,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"alpha0_13",0.869380440768023,0.219330065880692,0.450036714719813,1.31384337078317,1.00054633171585,2271.06378446376,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"alpha0_23",0.905663815225989,0.198473702965123,0.540574873542449,1.32025722148589,1.00007830813419,3616.46541009307,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"alpha1_12",0.302014744996421,0.140300938358403,0.0216246096068398,0.570873538446221,1.00031813882963,8505.29151974492,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"alpha1_13",-0.0979907319042165,0.2695483868684,-0.634626818450047,0.424861249136121,1.00666641887347,2238.14775099,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"alpha1_23",0.133173596183677,0.227121837752057,-0.325468201493235,0.563185284689001,1.00227350912608,4789.05227182236,88,500,2263,254,138,134,1.07357246367543,82.2113202513268,"success"
"beta0_y",2.00415332770257,0.0713609742597712,1.86648103227672,2.14335591816489,1.00213227329147,2210.52190940408,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"beta1_y",0.499760856564942,0.0388000665957856,0.426964982324085,0.581834439126553,1.04905977645798,100.600872261467,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"beta2_y",1.01313921215173,0.0648966335825456,0.886880315559723,1.141595194055,1.00147747207006,1394.61730940804,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"sigma_b0",0.970949283500716,0.0688818504029484,0.837203756984643,1.10789905119599,1.00369416382073,1900.64083498639,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"sigma_b1",0.631873693424797,0.0268795077093149,0.581559087266937,0.686974167268,1.00139054374422,7521.01854532447,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"rho",0.308288048979879,0.0801517825561686,0.148320821072749,0.462635030060631,1.00422285192072,2467.65922888743,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"sigma_y",1.04255275937979,0.0191271633983097,1.00575661245464,1.08068100534874,1.00046864507554,12061.8302665425,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"lambda012",0.0757582613259725,0.00590771804663856,0.0645744434855658,0.087740935812509,1.00007048674989,14617.6514207571,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"lambda013",0.0428193589398942,0.00457844342540788,0.0342412753496576,0.0521722087217523,1.00023362160681,12547.2671366523,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"lambda023",0.103900336023942,0.0122739588008011,0.0806389582165304,0.128793092724228,1.0007213378091,7541.259956581,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"gamma12",-0.514079749645261,0.0716154304359204,-0.655807178828294,-0.374713385646518,1.00003274570163,13468.9010465426,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"gamma13",0.699699128168971,0.0867398970901139,0.531350892376433,0.872011691172502,1.00009504532095,11038.1568009598,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"gamma23",0.445951682968653,0.112821825520248,0.226983660105257,0.66808584775352,1.0002800751187,19359.1665103265,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"alpha0_12",0.502066568029134,0.123361391135058,0.273679194449429,0.757443950165828,1.00100276884332,4007.54233983173,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"alpha0_13",0.61817942702835,0.176536264774665,0.283603206164471,0.977695120818001,1.00204089565764,2927.48352432626,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"alpha0_23",0.551130442640229,0.189552218782496,0.192061126501748,0.941347262679099,1.00058747784676,3590.23245974762,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"alpha1_12",-0.0668743587045039,0.148140773942048,-0.366693423977005,0.215843896425281,1.00008214286922,6104.12247412905,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"alpha1_13",0.302861546246918,0.226552627762808,-0.15908522544525,0.730474070279449,1.00562826535835,2697.43565626131,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"alpha1_23",0.425020081721337,0.181400609410099,0.0515607878507219,0.764478998970097,1.00154070840198,5802.13615198808,89,500,2250,233,152,125,1.04905977645798,100.600872261467,"success"
"beta0_y",1.9625596561152,0.0668086102728614,1.83433797466279,2.09620469934068,1.00198369511028,2229.48447595913,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"beta1_y",0.501601043304032,0.0383524776239665,0.425998614611586,0.575795187384223,1.04058407234222,92.488020947982,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"beta2_y",1.03052848733717,0.0674804221104223,0.898483544810276,1.16392331320702,1.0015604842687,1384.90773973267,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"sigma_b0",0.917397728506771,0.0643235809970927,0.796206632112093,1.04843768739247,1.00257000297768,1937.16234604701,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"sigma_b1",0.670729099080833,0.027813146330318,0.618721114616837,0.727753727427721,1.00260126145353,7822.53422613214,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"rho",0.348038906867298,0.076480045980854,0.196598627216989,0.494649373154927,1.00270843725426,2492.28871278301,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"sigma_y",0.998462413776108,0.0177908823690245,0.964640744784183,1.03422379694189,1.00011988649382,12791.1499033765,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"lambda012",0.082823170049486,0.00610483533499704,0.0713075305172802,0.0952380060098502,0.9999938194477,15636.6385655544,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"lambda013",0.0362100468629405,0.00441468942947289,0.0280121537261348,0.0453007727930476,1.00002474688577,10638.086637651,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"lambda023",0.103473672826629,0.0116696405490667,0.0816321832154221,0.127364558708868,1.00012350207353,9135.22974201296,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"gamma12",-0.486959130391266,0.0781366272407285,-0.639634249216334,-0.333436312531875,1.00009709700496,16794.5146762726,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"gamma13",0.837786278811105,0.103043231534911,0.638579308073061,1.04124912613879,1.00009087032064,9223.63661904051,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"gamma23",0.484938761883298,0.116483057752065,0.259576306458413,0.717033131701022,1.00004672335245,11426.8421859495,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"alpha0_12",0.503089714736428,0.128388589906153,0.260582660483415,0.764961988661876,1.00022154420073,4103.92490018938,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"alpha0_13",0.824616424435479,0.19659775799462,0.444195436692454,1.22170128874006,1.00079355623037,2586.42852546539,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"alpha0_23",0.80485021455207,0.192432164437904,0.452160507010449,1.20984167893398,1.00053151077818,3692.84961660279,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"alpha1_12",-0.00329086655699327,0.132933506550602,-0.271999635194174,0.250041584885662,1.00000242076806,6169.04421353795,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"alpha1_13",0.425976017321914,0.252640400121055,-0.0811314622380918,0.911202940951644,1.00364850611952,2048.67808778985,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"alpha1_23",0.0743516634830503,0.197889670904204,-0.328008311471315,0.450556581017193,1.00001444665868,5806.41511649004,90,500,2299,238,141,131,1.04058407234222,92.488020947982,"success"
"beta0_y",1.92130907334834,0.0737425045297115,1.77807494495838,2.06894452130823,1.00010578092652,1644.86180223602,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"beta1_y",0.510052821851039,0.0369687272499413,0.434543429308297,0.579832578699939,1.00360530443038,82.4842638436037,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"beta2_y",0.935685521776023,0.0735800279122961,0.788643739142851,1.07715004215146,1.00149583940672,1189.46447304999,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"sigma_b0",0.924251666421884,0.0669906425075791,0.795097360485308,1.05822842203143,1.00014495187178,1710.99775608397,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"sigma_b1",0.612327333791177,0.0276334076737428,0.560956145331959,0.669125988812529,1.00000684346757,3477.3003510891,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"rho",0.406916609144528,0.0773708112619284,0.252934780168355,0.556906574772635,1.00058898286515,2177.84607577081,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"sigma_y",1.00697037368496,0.0182568853971394,0.972109914286816,1.04346897630357,1.00022390682086,9713.18802749812,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"lambda012",0.0805437534900461,0.00613501560017513,0.0689597980161365,0.0929567225840359,1.00004246523244,11969.9915385287,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"lambda013",0.0380112500026193,0.00462533447253539,0.0293803773990095,0.0474490790019218,1.00021475694989,10095.7808350438,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"lambda023",0.0914010641875581,0.0108523100021622,0.0708552832700734,0.113453218953963,1.00021737090593,6354.88268242188,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"gamma12",-0.519257918055141,0.0798284102290791,-0.676760944684707,-0.364102050577549,1.0005060993441,12126.1523872133,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"gamma13",0.747679295624049,0.111939934333438,0.531664555666546,0.970152201769924,1.00003377341222,12502.8833349574,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"gamma23",0.708210242915086,0.124094967608168,0.464873128134042,0.954116170545224,1.00043735825946,14169.1466227708,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"alpha0_12",0.475725134938764,0.146201040092972,0.200952639210895,0.775926703767115,1.00022572773803,2947.70280201631,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"alpha0_13",0.629577402876079,0.250627682932358,0.142616323897462,1.11717192244747,1.00405081898136,1473.32129520294,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"alpha0_23",0.618977728187822,0.211670369795687,0.220483532469942,1.05606095235995,1.00183095472614,3130.43486611318,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"alpha1_12",0.0205586042078198,0.166141216627223,-0.31906327434445,0.334493896120742,1.00022921242294,4021.68137485246,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"alpha1_13",0.802917035293489,0.314891811010073,0.180000959083033,1.4096453210084,1.00279639620573,1370.51848771777,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"alpha1_23",0.420217769697001,0.242354761033804,-0.0705382327971018,0.88027738899918,1.00059538779541,4631.11833831609,91,500,2289,238,136,113,1.00405081898136,82.4842638436037,"success"
"beta0_y",2.01972414982325,0.072009031248166,1.88091571595623,2.16297968925328,1.00017051924307,2095.0340954787,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"beta1_y",0.476815134860002,0.0452756492230934,0.384838347205508,0.556659965192227,1.00960233350405,65.7172503294327,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"beta2_y",0.954781317651752,0.0684867919282065,0.819343455222116,1.08879395152361,1.0005356811195,1121.23617754371,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"sigma_b0",1.01009652215618,0.0696878274053852,0.876986052914171,1.1493856372534,1.00225954121133,2047.16138265763,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"sigma_b1",0.621563763616095,0.0263106778662057,0.572104523479538,0.675081397775637,1.00159835423646,8488.4219909149,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"rho",0.241183950665804,0.0777725128584473,0.0863952378895976,0.390496972677897,1.000208031455,2704.7752855219,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"sigma_y",1.00233615625845,0.0183298711620431,0.967177906865701,1.03898166164095,0.999998591202589,14189.0559878077,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"lambda012",0.0740229048899662,0.00574623128903325,0.0631679684987409,0.0855635688950979,1.00026274199644,11573.8140503293,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"lambda013",0.0413377728883122,0.00465591539447829,0.0325954286730545,0.0508650689621997,1.00057549082172,8695.25207737508,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"lambda023",0.0995037549759597,0.012084138812181,0.0768141012503652,0.124235440659723,1.00004579622009,8735.42975893187,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"gamma12",-0.496349524635796,0.0720764021910024,-0.637970884995102,-0.354845894015172,1.00000289267808,13974.5344096534,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"gamma13",0.661598115083211,0.0945973122086615,0.481012949424054,0.851130244138461,1.00015473369603,7649.04079392683,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"gamma23",0.396725709185844,0.111062942483517,0.179779356793027,0.614277587589423,1.00024703947425,7312.1552812513,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"alpha0_12",0.433288332844767,0.108374438692461,0.226384050708711,0.652134046293235,1.00044921000379,4922.06533826481,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"alpha0_13",0.696987000871313,0.179562723061865,0.353608889757762,1.05842562697461,1.00000064087394,1999.44343829673,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"alpha0_23",0.771492028640727,0.168627954866585,0.455556747423019,1.11537672060585,1.00042061072409,5201.72870653077,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"alpha1_12",0.170076741451508,0.139013125524614,-0.104531745071418,0.440288688068154,1.00023952283547,10541.4753634317,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"alpha1_13",0.262219617159211,0.27223327428215,-0.277353721461393,0.793674196960343,1.00153022848264,1265.08541732191,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"alpha1_23",0.143071393039168,0.190003419557065,-0.240972786897165,0.50636950609446,1.00098019694296,8178.01679391368,92,500,2211,222,150,122,1.00960233350405,65.7172503294327,"success"
"beta0_y",1.87989120784258,0.0681601503980182,1.74619462470777,2.0131395752669,1.00008628570865,2225.43254094877,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"beta1_y",0.512503643907267,0.0410010346456989,0.432783246937758,0.59220919750463,1.00821877271575,82.2940302507973,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"beta2_y",0.8693539066949,0.067957604232777,0.736865024212788,1.00316816019722,1.004932518255,1454.71664334191,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"sigma_b0",0.864115434872811,0.0633839313312708,0.740911678114704,0.990477982764954,1.00133506900213,1964.43848517437,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"sigma_b1",0.604620521954855,0.026257031786499,0.555519645260941,0.65806379259391,1.00044362150545,5562.49167718199,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"rho",0.269739592133747,0.0793392402101287,0.110827013804038,0.421063708476437,1.00068572319399,2994.0834296486,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"sigma_y",0.979490941924143,0.0180196302316726,0.944957550597767,1.01558969806785,1.00000881590842,12377.6987344808,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
"lambda012",0.0743453718740357,0.00574406723961738,0.0634353454929226,0.0860060079465628,1.0002747966176,12477.1294693637,93,500,2210,227,159,118,1.00821877271575,82.2940302507973,"success"
